line_id,character,dialog,title
295,Discord,We literally trotted for our lives. Isn't that hilarious?,What About Discord?
297,Discord,Of course not. That whole jealousy thing was just a happy accident.,What About Discord?
298,Discord,[laughing] Just snaking around!,What About Discord?
300,Discord,"You weren't there observing us. No matter how hard we try, we can't possibly recreate our weekend of fun exactly as it happened because you'll always be watching, and you weren't there.",What About Discord?
301,Discord,"Well, I don't know about the rest of you, but I feel we've been pretty exhaustive in our attempts to recreate every single detail of our previous encounter.",What About Discord?
302,Discord,"Oh, but we must! It's for the greater good! It started when we were helping Granny Smith with her garden...",What About Discord?
303,Discord,I'm just sorry that all this bonding happened while you were holed up in your castle.,What About Discord?
306,Discord,I-I-I don't get it. Somepony want to tell me what's so hilarious? Anypony? Hello?!,What About Discord?
15,Princess Celestia,"No, that's quite all right. I think I can remember.",A Bird in the Hoof
37,Princess Celestia,"Oh, hello, Starlight. I don't know about you, but I feel very well-rested. Where's Luna?",A Royal Problem
41,Princess Celestia,"Now, to save some ponies from their nightmares. Which aren't real, so it shouldn't be too hard, right? Right. Good call, Celestia! And I'm talking to myself again.",A Royal Problem
42,Princess Celestia,"All right. Everypony's asleep. You're talking to yourself, Celestia. Heh. But there's nopony else to talk to! [chuckles] Yet. I can talk to ponies in their dreams!",A Royal Problem
52,Princess Celestia,No! I'll never turn into you!,A Royal Problem
53,Princess Celestia,"No, you're not! You are not real, and you will never exist again!",A Royal Problem
77,Princess Celestia,I can only imagine what that feels like.,Celestial Advice
100,Princess Celestia,"Your invitation is very kind, but are you certain it's wise? I have no acting experience at all.",Horse Play
105,Princess Celestia,"Oh, yes, yes. My Royal Canterlot Voice. Thank you for the reminder, Twilight. [booming] It is time for a new day in Equestria!",Horse Play
110,Princess Celestia,"I'm afraid I haven't much to say, Twilight.",Horse Play
114,Princess Celestia,"Oh, not me. I was always too busy with my magic lessons to be part of any plays myself. But still, it's something I always wished I could experience.",Horse Play
116,Princess Celestia,"No. I had so much fun tonight, I've decided to give up my crown, step down from the throne, and devote all of my time to the theater!",Horse Play
118,Princess Celestia,"Oh, dear. I think we have a problem!",Horse Play
120,Princess Celestia,Mmmm... nothing. Oh! The classroom floor under my hooves! Does that count?,Horse Play
123,Princess Celestia,"Twilight, if you honestly thought I was a bad actress, why didn't you tell me?",Horse Play
126,Princess Celestia,"Judging by how many flowers the audience threw, it seems our play was a success.",Horse Play
127,Princess Celestia,Gotcha! Maybe I'm not such a bad actress after all.,Horse Play
130,Princess Celestia,Oh! Goodness! This theater does have strong acoustics. M-My apologies. I'm still learning to hone my craft.,Horse Play
133,Princess Celestia,It is? But I don't see anything.,Horse Play
137,Princess Celestia,"You're welcome, Twilight. But from now on, none of you will have to call me ""Princess"" anymore.",Horse Play
161,Princess Celestia,"Thank you, Twilight. I am quite looking forward to just enjoying the Gala for once.",Make New Friends but Keep Discord
163,Princess Celestia,"I am very impressed, princess.",Party Pooped
190,Princess Celestia,Twilight! I was so relieved to get your letter!,School Daze - Part 2
255,Princess Celestia,It appears her magic is more powerful than that of a newborn unicorn!,The Crystalling - Part 1
294,Princess Celestia,I've just had the most terrible dream.,Twilight's Kingdom - Part 1
8,Sweetie Belle,That all depends on how you look at it.,Appleoosa's Most Wanted
12,Sweetie Belle,It's lucky we're all scared of the same things. That way we can help and remind each other to just be who we are!,Bloom & Gloom
13,Sweetie Belle,"I'm glad she's happy, but I sure wouldn't want to be up to my flank in mane hair all day. Can you imagine getting stuck with a cutie mark you didn't like?",Bloom & Gloom
15,Sweetie Belle,And we certainly don't have time to hang out at an old clubhouse.,Bloom & Gloom
20,Sweetie Belle,"That's awful nice of you to say, cousin Orchard Blossom! I've been told before I'm pretty observant.",Brotherhooves Social
21,Sweetie Belle,"No, it means she's full of potential.",Call of the Cutie
23,Sweetie Belle,"She could be a great scientist, or an amazing artist, or a famous writer. She could even be mayor of Ponyville someday.",Call of the Cutie
32,Sweetie Belle,"Yeah, and I think that's way more important than worrying about our cutie marks, don't you?",Crusaders of the Lost Mark
34,Sweetie Belle,And our journey here is never really done,Crusaders of the Lost Mark
42,Sweetie Belle,I'm just too tired! I can't keep going!,Flight to the Finish
47,Sweetie Belle,"I kept meaning to ask her, I really did, but I worked so hard on this play. I wrote it especially for the three of us! I directed it, I'm in it, I made the costumes... It's just that this is really my time to shine doing something completely myself, and I really wanted to keep it that way!",For Whom the Sweetie Belle Toils
50,Sweetie Belle,"But then I realized I didn't want your future to be ruined forever and ever, so I came back to change it before it was too late! So... here it is. It's all fixed. Please forgive me.",For Whom the Sweetie Belle Toils
51,Sweetie Belle,"No, they were perfect, and that was the whole problem!",For Whom the Sweetie Belle Toils
54,Sweetie Belle,"Funny, I thought I was the only one who got worried about stuff like that.",For Whom the Sweetie Belle Toils
56,Sweetie Belle,"Here we are, the stars of the show!",For Whom the Sweetie Belle Toils
57,Sweetie Belle,"Finally, I was perfect, and then went to the stairs to enter like the belle of the ball. When I finally came out of my room, I found the party going on without me.",For Whom the Sweetie Belle Toils
58,Sweetie Belle,"Forsooth and anon, I cometh forthwith and posthaste with glad tidings, miladies.",For Whom the Sweetie Belle Toils
59,Sweetie Belle,[screams] I don't wanna see any more!,For Whom the Sweetie Belle Toils
63,Sweetie Belle,"Oh, good! This is just a dream!",For Whom the Sweetie Belle Toils
65,Sweetie Belle,"Look at the stitching, real close.",For Whom the Sweetie Belle Toils
66,Sweetie Belle,Don't act like you don't remember. Or are you trying to prove you're a better actress than me too?!,For Whom the Sweetie Belle Toils
67,Sweetie Belle,At least everypony else who was able to stay loved it.,For Whom the Sweetie Belle Toils
68,Sweetie Belle,"Oh, it just came to me... in a dream. I'm sorry I got jealous about those dresses. I know now that you were only trying to help.",For Whom the Sweetie Belle Toils
70,Sweetie Belle,Tomorrow night. For the opening night of our show!,For Whom the Sweetie Belle Toils
71,Sweetie Belle,"Right... Well, I sure am happy to see you, and spending the day with you does sound like a lot of fun, but... I'm kind of right in the middle of something important. I have responsibilities and...",Forever Filly
72,Sweetie Belle,Cutie Mark Crusaders mid-mission here!,Forever Filly
75,Sweetie Belle,"You don't still play with the same toys from when you were a foal, do you?",Forever Filly
78,Sweetie Belle,That's just it! I used to! That's not who I am anymore!,Forever Filly
83,Sweetie Belle,Huh. I remember it being much bigger.,Forever Filly
84,Sweetie Belle,Oh. Right. From when I was a little filly.,Forever Filly
85,Sweetie Belle,"Really?! If you still think I like doing this stuff, then maybe you don't know me at all!",Forever Filly
87,Sweetie Belle,Pretty sure it's Zipporwhill. She needs help reconnecting with her cutie mark - three puppy paw prints.,Forever Filly
88,Sweetie Belle,"I, um, guess I just prefer black box experimental theater.",Forever Filly
96,Sweetie Belle,"Well, I was younger on the way here!",Hard to Say Anything
114,Sweetie Belle,"[sigh] Either way, we failed.",Hearts and Hooves Day
131,Sweetie Belle,Trying to find out what you're meant to do can be frustrating. You remember how long it took us to get our cutie marks?,Marks and Recreation
133,Sweetie Belle,Wow. I can't believe we got a cutie mark on the first day!,Marks and Recreation
134,Sweetie Belle,[yelling] Cutie marks... make you... special!,Marks and Recreation
136,Sweetie Belle,Everypony wants to know what they're meant to do!,Marks and Recreation
137,Sweetie Belle,"Kettle Corn, you covered your cutie mark?!",Marks and Recreation
139,Sweetie Belle,That's silly. Having a cutie mark doesn't mean you can't do other things.,Marks and Recreation
140,Sweetie Belle,"I can't believe Rumble isn't interested in getting his cutie mark either, but we can't force him.",Marks and Recreation
141,Sweetie Belle,"Well, we're excited too! At Cutie Mark Day Camp, you'll be able to try all kinds of things!",Marks and Recreation
142,Sweetie Belle,We know you'll get your cutie mark. Everypony does.,Marks and Recreation
154,Sweetie Belle,A place where we faced all kinds of cutie mark problems!,On Your Marks
156,Sweetie Belle,"Oh! I'm sorry, Apple Bloom. I was distracted by the radiance of my cutie mark... Did you say something?",On Your Marks
158,Sweetie Belle,The problem boils down to this - we don't need to go out and do things anymore to get our cutie marks.,On Your Marks
159,Sweetie Belle,I can't believe you tried all this stuff and didn't find one thing you liked!,On Your Marks
160,Sweetie Belle,"Well, we used to only do stuff to get our cutie marks or fulfill our destiny, but now we don't have to.",On Your Marks
161,Sweetie Belle,So... what's your cutie mark problem?,On Your Marks
162,Sweetie Belle,"Huh. So now that we don't have to do stuff to get our cutie marks, what is it that the Cutie Mark Crusaders actually do?",On Your Marks
163,Sweetie Belle,And it's totally normal to feel confused and maybe even a little lost. But being a blank flank is nothing to be ashamed of.,On Your Marks
164,Sweetie Belle,Just as soon as you figure out what it is.,On Your Marks
165,Sweetie Belle,"[tapping with baton] And a-one, and a-two, and a-one two three!",On Your Marks
169,Sweetie Belle,"And we figured out you were just doing it to avoid getting picked on in Ponyville. But, by then... we were the ones being bullies. And... Oh, why does life have to be so ironic?!",One Bad Apple
181,Sweetie Belle,"But this could be our last chance to earn our cutie marks! If we really are supposed to be journalists, isn't it worth a little grief?",Ponyville Confidential
183,Sweetie Belle,Can you believe Featherweight got his cutie mark? Featherweight! Before us!,Ponyville Confidential
185,Sweetie Belle,"We're sorry, Diamond Tiara, but we've made our decision.",Ponyville Confidential
197,Sweetie Belle,"Geez Louise, can't I do anything right?",Sisterhooves Social
201,Sweetie Belle,It's not just the Social. She thinks I'm uncouth.,Sisterhooves Social
206,Sweetie Belle,"No problem, I'll make myself useful!",Sisterhooves Social
211,Sweetie Belle,I never got in trouble for drawing. Hmm. This needs something...,Sisterhooves Social
212,Sweetie Belle,You sure you want me to help? I just mess everything up!,Sisterhooves Social
223,Sweetie Belle,"Totally. Even though it could change everything for you, forever and ever!",Somepony to Watch Over Me
225,Sweetie Belle,"Yup. And look. I lined them with this special gold silk. It took sooo long to make, but I think it adds just the right touch, don't you?",Stare Master
228,Sweetie Belle,Who wants a picture of a hammer on their flank anyway?,Stare Master
230,Sweetie Belle,"Okay, so what kind of crusading do we do next?",Stare Master
231,Sweetie Belle,"Um, I-I'll just go and stand over there, where I'll be... out of the way.",Stare Master
244,Sweetie Belle,"You really don't need to come with us, Twilight. We can take care of this mission just fine on our own.",Surf and/or Turf
257,Sweetie Belle,"Um, Miss Cheerilee? That sounds a bit over our heads.",The Cart Before the Ponies
262,Sweetie Belle,And I can win the award for most traditional!,The Cart Before the Ponies
271,Sweetie Belle,Yeah! So what if your talent is potion making?,The Cutie Pox
277,Sweetie Belle,We just can't figure out what one thing you're supposed to do.,The Fault in Our Cutie Marks
278,Sweetie Belle,I thought we could help anypony.,The Fault in Our Cutie Marks
284,Sweetie Belle,Or how about singing? I just love to sing! La-la-la-la!,The Fault in Our Cutie Marks
290,Sweetie Belle,You know what would be the best? If we won and we got our cutie marks.,The Show Stoppers
291,Sweetie Belle,They all say that you will get your mark When the time is really right,The Show Stoppers
293,Sweetie Belle,"Oh, it can't be that bad. ""With our cutie marks we'll rock Equestria. We use our stomachs to... digestia""? Umm... Well... These are... um... good, but... How about after ""we fight the fight""... There is nothing that we fear We'll have to figure out what we'll do next 'Til our cutie marks are here",The Show Stoppers
295,Sweetie Belle,"What? No way I'm singing in front of a crowd. Twilight said to do something we like to do, and I'd like to be like my big sister, and she's a designer.",The Show Stoppers
297,Sweetie Belle,[moan] I'll never be a designer like my sister Rarity.,The Show Stoppers
313,Sweetie Belle,"Hey, come to think of it, if we get really good at the stuff Twilight's teaching us, we could be the big shots around here for a change! Hmm...",Twilight Time
314,Sweetie Belle,Nope. Ready to give it a shot!,Twilight Time
317,Sweetie Belle,Of awesome! Don't you see? We're really and truly and certifiably the biggest of the big shots in school right now!,Twilight Time
319,Sweetie Belle,"They all think we're the greatest, because we're their ticket to get time with Ponyville's newest and biggest celebrity, Princess Twilight!",Twilight Time
