line_id,character,dialog,title
157,Discord,"Oh, oh! It looks like somepony wants to mingle. We'll be back in a bit.",Make New Friends but Keep Discord
158,Discord,"As well as we could, considering you've already stomped all over our friendship by inviting her to the biggest night of the year as if I didn't matter at all!",Make New Friends but Keep Discord
159,Discord,"I don't suppose that, uh, these adorable little cutie pies have their own tickets to the Gross Gruesome Gala, do they?",Make New Friends but Keep Discord
162,Discord,Why don't you ask your zebra friend if she knows anything?,Princess Twilight Sparkle - Part 1
163,Discord,"Well then, it seems we've reached an impasse. I'm telling the truth, but you think I'm lying. What do friends like us do in a situation like this, Princess Twilight? Congrats, by the way, on the promotion. You totally deserve it.",Princess Twilight Sparkle - Part 1
169,Discord,And rob you of a valuable lesson about being princess? What kind of friend do you think I am?,Princess Twilight Sparkle - Part 2
170,Discord,"Oh, I do hope she breaks into a song this time!",Princess Twilight Sparkle - Part 2
172,Discord,[laughing] You should see yourselves right now. The expressions on your face. So intense. So sure of yourselves. [laughing] Hilarious!,Princess Twilight Sparkle - Part 2
178,Discord,"Of course. ""Love is... something-something, and Discord is great."" I don't know. Can we play O&O now?",The Break Up Break Down
179,Discord,"Well, not yet, technically. In fact, she can't break your heart if you break hers first.",The Break Up Break Down
183,Discord,"Oh, I hate seeing you like this, Big Mac. And over a girl, no less. I'm calling an emergency Guys' Night [poof!] right now to cheer you up.",The Break Up Break Down
189,Discord,"I'm a realist. And love, like all things warm and fuzzy, isn't real.",The Break Up Break Down
190,Discord,"""Spike <U+0096> Love is about spying in the bushes.""",The Break Up Break Down
197,Discord,Lesson one <U+0096> nothing can break your heart if you only love yourself. You've got to show everypony that you're too cool to be bothered with so-called love. Observe.,The Break Up Break Down
200,Discord,"[chuckling] Did you miss me, Celestia? I missed you. It's quite lonely being encased in stone, but you wouldn't know that, would you, because I don't turn ponies into stone.",The Return of Harmony Part 1
203,Discord,"Oh, for goodness sake! You've been kind for far too long, my dear. Time to be cruel. Arrivederci!",The Return of Harmony Part 1
224,Discord,I'll be grateful for your charity Until the bitter end Because I've heard that tenderness Is what you lend an ailing friend,Three's A Crowd
229,Discord,But how was I supposed to know for sure that I'm truly still friends with one of the most important ponies around?,Three's A Crowd
230,Discord,"Well, I was in my thinking tree <U+0096> that's where I do most of my really deep thinking <U+0096> I was there, and I said to myself, I said, ""Discord, your friend Twilight says that she's your pal, but she never writes and she never pops in for a visit.""",Three's A Crowd
231,Discord,Did I hear you two talking about Princess Cadance's visit with Princess Twilight?,Three's A Crowd
232,Discord,Disturb them? I wouldn't dream of it. Not when I have two such dear friends of my own who have already offered to take care of me. And at such peril! This flu of mine is highly- [snorts] [sneezes] contagious.,Three's A Crowd
233,Discord,"Oh, how elated I am to hear that. Shall the three of us head back to your place? I don't want to get anypony else sick.",Three's A Crowd
234,Discord,"I so hope you don't mind, Pinkie Pie.",Three's A Crowd
235,Discord,"Just knowing that I have a good friend like you to take care of me has made me feel better already. I'll be fine here on my own. Oh, just before you go, just a little small request.",Three's A Crowd
236,Discord,"But taking in the sick and the desperate - isn't that what Fluttershy would do? Isn't 'helping' something that friends do for friends? Unless, of course, you're really saying that you're not my friend.",Three's A Crowd
238,Discord,"Well, then lucky for you. We're here.",Three's A Crowd
239,Discord,"Well, of course we do! We're friends! It's just such a shame that today of all days is when I really need her. Oh, well, I know what to do.",Three's A Crowd
243,Discord,"By seeing if you would go to the ends of Equestria for me, of course. Which you did, literally. Congratulations, Twilight, you passed my friendship test!",Three's A Crowd
244,Discord,"And if they're not, this rare opportunity to focus on their friendship will certainly bring them closer. Unless...",Three's A Crowd
245,Discord,"I'm so glad that you're back from your trip, Fluttershy. Just your presence here is making me feel so much better. I was just wondering, could I trouble you for just one more thing?",Three's A Crowd
247,Discord,[hushed] They took Fluttershy?,To Where and Back Again - Part 1
251,Discord,It is certainly a pleasure to have such dedicated fans. I'll have to come back with some new material after I rescue Fluttershy.,To Where and Back Again - Part 2
255,Discord,[hushed] They took Fluttershy?,To Where and Back Again - Part 2
257,Discord,"Yes, but when the throne is destroyed, I'll be able to rip the very fabric of reality to save our friends, while you'll still be a self-absorbed, below-average illusionist!",To Where and Back Again - Part 2
263,Discord,"That's all very nice, but really a waste of time. We have me. And what else could we possibly need?",To Where and Back Again - Part 2
265,Discord,But you are obviously not Fluttershy!,To Where and Back Again - Part 2
266,Discord,Splendid idea! Now who's ready for some celebratory tea at Fluttershy's?!,To Where and Back Again - Part 2
269,Discord,"[mock sadness] Oh, my. Is eavesdropping not the way you're supposed to find out what your best pals are up to? Woe is me. Will I ever learn the intricate nuances of being a good friend?",Twilight's Kingdom - Part 1
278,Discord,"Shining Armor, why, whatever are you doing here?",Twilight's Kingdom - Part 2
281,Discord,"Oh, we were. But Tirek offered me so much more than just tea parties. Surely you saw this coming.",Twilight's Kingdom - Part 2
292,Discord,Twilight! This makes twice I'm seeing you in one day! Aren't I lucky?,What About Discord?
293,Discord,"[laughing] Catch you later, Twilight.",What About Discord?
307,Discord,"Well, let me try and paint her a picture, dearest.",What About Discord?
7,Princess Celestia,"And what about you, dear? Fluttershy, is it?",A Bird in the Hoof
16,Princess Celestia,"I'll say a few words, and then we'll begin with the vows. Shining Armor, you'll get the ring from your best mare.",A Canterlot Wedding - Part 1
18,Princess Celestia,You have a lot to think about.,A Canterlot Wedding - Part 1
19,Princess Celestia,"Hm. The union of Princess Cadance and Shining Armor. The strength of their commitment is clear. The power of their love, undeniable. May we have the rings please? I now pronounce you mare and colt!",A Canterlot Wedding - Part 2
21,Princess Celestia,Don't worry about me. I'm fine. You have a real wedding to put together.,A Canterlot Wedding - Part 2
24,Princess Celestia,"Mares and gentlecolts, we are gathered here today to witness the union of [muffled] Princess Mi Amore Cadenza and Shining Armor.",A Canterlot Wedding - Part 2
25,Princess Celestia,"Mares and gentlecolts, we are gathered here today to celebrate the union of the real Princess Mi Amore Cadenza<U+0096>",A Canterlot Wedding - Part 2
26,Princess Celestia,"Princess Cadance and Shining Armor, it is my great pleasure to pronounce you<U+0096>",A Canterlot Wedding - Part 2
27,Princess Celestia,"This is your victory as much as theirs. You persisted in the face of doubt, and your actions led to your being able to bring the real Princess Cadance back to us. Learning to trust your instincts is a valuable lesson to learn.",A Canterlot Wedding - Part 2
28,Princess Celestia,[sighs] Perhaps. But she is like this every morning.,A Royal Problem
32,Princess Celestia,"[sighs] But it means a lot that you tried. I love you, sister.",A Royal Problem
34,Princess Celestia,"Well, there's nothing wrong here. Right, sister?",A Royal Problem
38,Princess Celestia,"[laughs] Oh, you really are a card!",A Royal Problem
39,Princess Celestia,"That's not true! Even when we were apart, I knew I needed her!",A Royal Problem
43,Princess Celestia,So the map sent you to solve a friendship problem?,A Royal Problem
49,Princess Celestia,"Really? Oh, that is wonderful, Starlight! What is it?",A Royal Problem
50,Princess Celestia,I believe that one means your mission is complete.,A Royal Problem
57,Princess Celestia,[laughing] It's all real. It was the right call going with your gut.,A Royal Problem
58,Princess Celestia,But my magic isn't powerful enough! I thought if we worked together...!,A Royal Problem
61,Princess Celestia,...can actually be the thing that helps you make your closest friends and realize how special you are. Hmm...,Call of the Cutie
64,Princess Celestia,I think Starlight Glimmer might feel the same way about you. If that is what you're afraid of.,Celestial Advice
66,Princess Celestia,So you have an overachieving student. Sounds familiar.,Celestial Advice
68,Princess Celestia,"Here we are after all these years, Twilight. We are living proof that letting someone spread their wings doesn't mean you no longer have a place in their lives.",Celestial Advice
70,Princess Celestia,"What if she runs into a manticore? Or what if she gets pulled into Tartarus? Or, worst of all, what if she doesn't get along with anypony?!",Celestial Advice
71,Princess Celestia,"It's a wonderful feeling, isn't it? Watching your student shine the way you always knew they could.",Celestial Advice
73,Princess Celestia,"Maybe I could close the library or throw a party in the castle. Oh, she'd have to talk to the other fillies then! Oh. I must send her away.",Celestial Advice
74,Princess Celestia,And that's why we're proud and honored to give them the Equestrian Pink Hearts of Courage!,Celestial Advice
76,Princess Celestia,"I loved having you as a student. You challenged me and taught me just as much as I taught you. I am embarrassed to admit it, but I was afraid if you made friends, you wouldn't need me anymore.",Celestial Advice
79,Princess Celestia,"And if you're still worried, you can always make her write you letters.",Celestial Advice
81,Princess Celestia,[voiceover] She was truly one of my best students.,Celestial Advice
82,Princess Celestia,"[voiceover] I knew there was a special group of fillies in Ponyville, but I kept inventing all kinds of reasons why I shouldn't send you.",Celestial Advice
84,Princess Celestia,"Eventually, I realized all the anxiety I felt was because I didn't want you to go.",Celestial Advice
86,Princess Celestia,"Exactly, Twilight. Now, unfortunately, because the two of you were busy tricking each other instead of shaking down leaves, many of the lovely trees of Equestria are still covered.",Fall Weather Friends
87,Princess Celestia,Sounds to me that an important lesson was learned.,Fall Weather Friends
89,Princess Celestia,"Twilight Sparkle, my faithful student. I knew you could do it.","Friendship is Magic, part 2"
90,Princess Celestia,"I told you that you needed to make some friends, nothing more. I saw the signs of Nightmare Moon's return, and I knew it was you who had the magic inside to defeat her, but you could not unleash it until you let true friendship into your heart. Now if only another will as well. Princess Luna!","Friendship is Magic, part 2"
91,Princess Celestia,"Spike, take a note, please. I, Princess Celestia, hereby decree that the unicorn Twilight Sparkle shall take on a new mission for Equestria. She must continue to study the magic of friendship. She must report to me her findings from her new home in Ponyville.","Friendship is Magic, part 2"
92,Princess Celestia,"It has been a thousand years since I have seen you like this. Time to put our differences behind us. We were meant to rule together, little sister.","Friendship is Magic, part 2"
93,Princess Celestia,"Why so glum, my faithful student? Are you not happy that your quest is complete and you can return to your studies in Canterlot?","Friendship is Magic, part 2"
94,Princess Celestia,Will you accept my friendship?,"Friendship is Magic, part 2"
98,Princess Celestia,"Thank you so much, Twilight! This is what I always knew theater must be about <U+0096> that special stage pony bond of shared trust and honesty.",Horse Play
102,Princess Celestia,You're not the only ones. What did you have in mind?,Horse Play
103,Princess Celestia,"I'm upset because, in all the time we've known each other, I thought I taught you about the importance of friendship, trust, and honesty!",Horse Play
108,Princess Celestia,"[with wildly varying tone] Come on, Star Swirl. Throw off that must-Y hat and let's have a... a dance!",Horse Play
115,Princess Celestia,"Oh, uh, forgive me for getting so excited. It's just, when I was a filly, my friends often put on plays. [sighs] It was so wonderful. Everypony coming together to create a magical experience to share with others. I've always believed theater brings out the best in us and forges a special bond of friendship.",Horse Play
121,Princess Celestia,Should I get you a blanket?,Horse Play
122,Princess Celestia,"My love for Equestria and all the ponies in it! Twilight, you felt what I was emoting, didn't you?",Horse Play
125,Princess Celestia,I'm not upset because you insulted my acting.,Horse Play
128,Princess Celestia,"You shouldn't. I never felt I had to be on stage to be a part of the show. All I ever wanted was to share an honest bond of creativity, artistry, and happiness with my friends. And that's exactly what I got to do.",Horse Play
132,Princess Celestia,Then I would be delighted to join your theater troupe!,Horse Play
134,Princess Celestia,"[sighs] You had good intentions, Twilight. But you know that the truth is always better than a well-meant lie. Didn't Applejack remind you?",Horse Play
138,Princess Celestia,"Good morning, Twilight. Love the new hairstyle. Well, happy Tuesday!",It's About Time
146,Princess Celestia,"Your friend Spike made me aware that you were letting your fears get the best of you. I commend him for taking your feelings seriously. Now, if you will all excuse me, I must return to Canterlot. I'm expecting some mail.",Lesson Zero
148,Princess Celestia,"You are a wonderful student, Twilight. I don't have to get a letter every week to know that.",Lesson Zero
149,Princess Celestia,"From this day forth, I would like you all to report to me your findings on the magic of friendship when, and only when, you happen to discover them.",Lesson Zero
150,Princess Celestia,Looks like you all learned a pretty valuable lesson today.,Lesson Zero
151,Princess Celestia,"You did something today that's never been done before. Something even a great unicorn like Star Swirl the Bearded was not able to do, because he did not understand friendship like you do. The lessons you've learned here in Ponyville have taught you well. You have proven that you're ready, Twilight.",Magical Mystery Cure
154,Princess Celestia,"You've come such a long, long way And I've watched you from that very first day To see how you might grow To see what you might do To see what you've been through And all the ways you've made me proud of you",Magical Mystery Cure
155,Princess Celestia,"We are gathered here today in celebration of a momentous occasion. My most faithful student, Twilight Sparkle, has done many extraordinary things since she's lived in Ponyville. She even helped reunite me with my sister, Princess Luna. But today, Twilight Sparkle did something extraordinary. She created new magic, proving without a doubt that she is ready to be crowned Equestria's newest princess. Fillies and gentlecolts, may I present for the very first time, Princess Twilight Sparkle!",Magical Mystery Cure
157,Princess Celestia,"Not in the same way as before. I'll still be here to help and guide you, but we're all your students now, too. You are an inspiration to us all, Twilight.",Magical Mystery Cure
160,Princess Celestia,I know! Can you imagine how dull it would have been if I hadn't invited Discord? Come on! Whoo! The night is still young!,Make New Friends but Keep Discord
164,Princess Celestia,And you did a wonderful job of it. You and your friends.,Party Pooped
169,Princess Celestia,"You may no longer be my student, Princess Twilight, but I hope you know that I will always be here if you need me. Just as I hope that you will always be there when I need you.",Princess Twilight Sparkle - Part 1
171,Princess Celestia,"But now it has become a wonderful reminder of her transformation back into Princess Luna, and our happy reunion. I am so pleased that you will be playing a role in the festivities. I know it must have been difficult to see your friends return to Ponyville without you.",Princess Twilight Sparkle - Part 1
172,Princess Celestia,"For my subjects, it has always been a celebration of my defeat of Nightmare Moon. But for me... [sighs] It was just a terrible reminder that I'd had to banish my own sister.",Princess Twilight Sparkle - Part 1
173,Princess Celestia,"A letter from Ponyville, I presume?",Princess Twilight Sparkle - Part 1
176,Princess Celestia,"Oh, dear sister. I am sorry, but you have given me no choice but to use these.",Princess Twilight Sparkle - Part 2
178,Princess Celestia,"Luna, I will not fight you! You must lower the moon! It is your duty!",Princess Twilight Sparkle - Part 2
179,Princess Celestia,I do not know where they are. But I do know that it is a mystery you will not be solving alone.,Princess Twilight Sparkle - Part 2
181,Princess Celestia,"Citizens of Equestria, it is no longer with a heavy heart but with great joy that I raise the summer sun. For this celebration now represents not the defeat of Nightmare Moon, but the return of my sister, Princess Luna.",Princess Twilight Sparkle - Part 2
186,Princess Celestia,"[giggles] Oh, Twilight. You were my star pupil. If anyone knows how to run a school, it's you.",School Daze - Part 1
187,Princess Celestia,"I think a school of friendship is a wonderful idea, Twilight! I'll help in any way I can.",School Daze - Part 1
190,Princess Celestia,Twilight! I was so relieved to get your letter!,School Daze - Part 2
203,Princess Celestia,You might find you need help.,Shadow Play - Part 1
207,Princess Celestia,"[hushed] Well, we can't just come to this wedding empty-hoofed!",Slice of Life
208,Princess Celestia,[hushed] What do you mean you left it on the counter?!,Slice of Life
209,Princess Celestia,"[hushed] Next time, you can just bring your own gift, and I'll bring mine.",Slice of Life
210,Princess Celestia,"[hushed] [groans] Well, this is just wonderful!",Slice of Life
211,Princess Celestia,"Hello, Twilight Sparkle, and hello to your friends too.",Sonic Rainboom
212,Princess Celestia,"Excellent. Well done, Rarity.",Sonic Rainboom
214,Princess Celestia,"So Twilight Sparkle, did you learn anything about friendship from this experience?",Sonic Rainboom
216,Princess Celestia,I'm terribly honored that you and the good citizens of Ponyville have organized a parade in honor of my visit.,Swarm of the Century
217,Princess Celestia,"Before I have to go, would you care to give me your latest report on the magic of friendship in person?",Swarm of the Century
218,Princess Celestia,Haven't you learned anything about friendship?,Swarm of the Century
219,Princess Celestia,"So lovely to see you again, as well as your friends.",Swarm of the Century
221,Princess Celestia,"I'm so proud of you, Twilight Sparkle, and I'm very impressed with your friends as well. It sounds like you're all learning so much from each other.",Swarm of the Century
222,Princess Celestia,"Twilight Sparkle, my prized pupil.",Swarm of the Century
224,Princess Celestia,Now that I would like to hear.,Sweet and Elite
225,Princess Celestia,"Twilight Sparkle said you were coming to Canterlot for a visit, and asked if I might accommodate you.",Sweet and Elite
226,Princess Celestia,"Hm, a very valuable lesson to have learned.",Sweet and Elite
227,Princess Celestia,I'll leave you to get settled.,Sweet and Elite
229,Princess Celestia,[in background] Good evening! So nice to see you. Welcome!,The Best Night Ever
230,Princess Celestia,Welcome to the Grand Galloping Gala.,The Best Night Ever
231,Princess Celestia,"That is why I was thrilled you were all attending. I was hoping you could liven things up a bit. And while the evening may not have gone as you planned, I'm sure you'll agree that in the end it didn't turn out so bad for this group of friends.",The Best Night Ever
232,Princess Celestia,Twilight! It is so lovely to see my star student.,The Best Night Ever
234,Princess Celestia,"Well, I want you right by my side the entire evening, so we'll have plenty of time together.",The Best Night Ever
235,Princess Celestia,"Yes. Me too, Twi... Oh, good evening! Welcome to the Gala. Which is why I... Ladies! Lovely to see you again.",The Best Night Ever
241,Princess Celestia,"He is. And your Ponyville friends will join you there as well. I have every confidence you will succeed. And when you do, I'll know you are ready to move on to the next level of your studies.",The Crystal Empire - Part 1
258,Princess Celestia,An old student of mine believes he does.,The Crystalling - Part 2
263,Princess Celestia,"Twilight Sparkle, I'd like to make you my own personal prot<e9>g<e9> here at the school.",The Cutie Mark Chronicles
271,Princess Celestia,"You six showed the full potential of the Elements by harnessing the magic of your friendship to beat a mighty foe. Although Luna and I once wielded the Elements, it is you who now control their power, and it is you who must defeat Discord!",The Return of Harmony Part 1
277,Princess Celestia,"I've called you here for a matter of great importance. It seems an old foe of mine, someone I thought I had defeated long ago, has returned. His name... is Discord.",The Return of Harmony Part 1
279,Princess Celestia,We are gathered here today to once again honor the heroism of these six friends who stood up to the villain Discord and saved Equestria from eternal chaos.,The Return of Harmony Part 2
281,Princess Celestia,"Thorax, as the new leader of the changelings, I look forward to discussing how we can improve our relationship in the future. However, for the moment, perhaps it is best that we leave the Changeling Kingdom to the changelings.",To Where and Back Again - Part 2
285,Princess Celestia,I'm afraid I put too much trust in Discord and the effect that friendship would have upon him.,Twilight's Kingdom - Part 1
286,Princess Celestia,Having all four of us in the Empire to greet them lets the dignitaries know that their visit is considered an important one.,Twilight's Kingdom - Part 1
292,Princess Celestia,"[narrating] Tirek and his brother Scorpan came here from a distant land, intent on stealing Equestrian magic. But Scorpan soon came to appreciate the ways of Equestria, even befriending a young unicorn wizard.",Twilight's Kingdom - Part 1
295,Princess Celestia,Then it is unlikely you are meant to take on this task alone.,Twilight's Kingdom - Part 2
298,Princess Celestia,"You are now Twilight Sparkle, the princess of friendship. But what is the princess of friendship without her friends?",Twilight's Kingdom - Part 2
299,Princess Celestia,"I'm sorry, Princess Twilight, but you must keep your new abilities a secret. I fear that your friends being aware of your new power could put them at great risk. Do you still think you can take on this responsibility?",Twilight's Kingdom - Part 2
1,Sweetie Belle,We wanna hit every house in Ponyville!,28 Pranks Later
3,Sweetie Belle,What happened to all of our friends?,28 Pranks Later
4,Sweetie Belle,I thought we weren't going to wander off again.,Appleoosa's Most Wanted
5,Sweetie Belle,It's actually kind of sweet of him to help us out like this.,Appleoosa's Most Wanted
6,Sweetie Belle,"Come on, we've gone far enough! It's time to go back!",Appleoosa's Most Wanted
7,Sweetie Belle,Poor Trouble Shoes. I can't believe those mean judges would laugh at him like that.,Appleoosa's Most Wanted
9,Sweetie Belle,"I don't know... All these events look a little, well, dangerous.",Appleoosa's Most Wanted
10,Sweetie Belle,But he never wanted to ruin any rodeos! Those were just bad accidents!,Appleoosa's Most Wanted
11,Sweetie Belle,But maybe we'll see you later.,Bloom & Gloom
14,Sweetie Belle,"Um, yeah... the thing is...",Bloom & Gloom
16,Sweetie Belle,"Yeah. Apple Bloom, what's this all about?",Bloom & Gloom
17,Sweetie Belle,Pretty great they're letting you participate even though you're not technically sisters.,Brotherhooves Social
18,Sweetie Belle,"It's sweet he wants to help you out like this. Weird, but sweet.",Brotherhooves Social
19,Sweetie Belle,"Hey, Apple Bloom, the Social's gonna start in a few hours. Thought you might want to go with us.",Brotherhooves Social
26,Sweetie Belle,"Yup. This time, you only packed three suitcases.",Campfire Tales
30,Sweetie Belle,"Not really, since we kind of overheard you yesterday.",Crusaders of the Lost Mark
31,Sweetie Belle,Especially where our playground equipment should be?,Crusaders of the Lost Mark
33,Sweetie Belle,"Well, if that's how you treat your best friend, then I choose Pipsqueak!",Crusaders of the Lost Mark
35,Sweetie Belle,We tried to talk him into it...,Equestria Games
36,Sweetie Belle,And that gives me an idea!,Family Appreciation Day
37,Sweetie Belle,"Well, you can't run off... but maybe somepony else can!",Family Appreciation Day
38,Sweetie Belle,Apple Bloom's sick! Looks like she might have to stay home all week!,Family Appreciation Day
39,Sweetie Belle,Snap out of it. We're here to help you!,Family Appreciation Day
40,Sweetie Belle,"But that's not true, Scootaloo!",Flight to the Finish
41,Sweetie Belle,Ms. Harshwhinny never said anything about that!,Flight to the Finish
43,Sweetie Belle,I can't believe you're quitting on us!,Flight to the Finish
44,Sweetie Belle,But there's one problem! I bet everypony in class is planning to compete!,Flight to the Finish
45,Sweetie Belle,"Not without you, Scootaloo.",Flight to the Finish
46,Sweetie Belle,I do not like them one bit.,Flight to the Finish
48,Sweetie Belle,"[muffled] At least Sapphire Shores won't be all like ""Ooh, who fetched you that red ribbon? Because I don't care about anything else you made. All I care about is that amazing red ribbon!""",For Whom the Sweetie Belle Toils
49,Sweetie Belle,But you have to let us in! I'm Sapphire Shores' designer's sister! You have to believe us!,For Whom the Sweetie Belle Toils
52,Sweetie Belle,You gotta see this with the cinnamon ribbon! You'll love it!,For Whom the Sweetie Belle Toils
53,Sweetie Belle,Admit you made those dresses too good on purpose!,For Whom the Sweetie Belle Toils
55,Sweetie Belle,"How could you?! ""Oh, what amazing dresses! Oh, how I love the dresses! Ooh, dresses, dresses, dresses, dresses!""",For Whom the Sweetie Belle Toils
60,Sweetie Belle,She's been very busy lately!,For Whom the Sweetie Belle Toils
61,Sweetie Belle,Rarity? [gasps] Oh no! The box is... gone? I'm too late! She left for Canterlot!,For Whom the Sweetie Belle Toils
62,Sweetie Belle,"Wait, come back! Luna? Can you hear me? Thank you for what you did! Help, Luna! Luuuna!",For Whom the Sweetie Belle Toils
64,Sweetie Belle,[sighs] I hope everything goes alright for her tomorrow.,For Whom the Sweetie Belle Toils
69,Sweetie Belle,"Yes, good. Not jaw-dropping amazing!",For Whom the Sweetie Belle Toils
73,Sweetie Belle,"Rarity, this is hard for me to say, but... um...",Forever Filly
76,Sweetie Belle,[sighs] I dunno. It's no big deal. This is great.,Forever Filly
77,Sweetie Belle,You sure you two can handle our client here?,Forever Filly
79,Sweetie Belle,"You have the CMC guarantee! No matter what it takes, we promise you'll have our full attention.",Forever Filly
80,Sweetie Belle,"Okay, Zipporwhill. What do you see?",Forever Filly
81,Sweetie Belle,"Hey, Zipporwhill. What are you doing here? Where are Apple Bloom and Scootaloo?",Forever Filly
82,Sweetie Belle,"Well, I do have one idea...",Forever Filly
89,Sweetie Belle,"Aww, Rarity! I love being with you too! That will never change! But... maybe we could just try to do different things together?",Forever Filly
91,Sweetie Belle,"We're just gonna have to keep trying! Big Mac, are you ready to take it up a notch?",Hard to Say Anything
92,Sweetie Belle,"We're pretty sure she likes you! I mean, she keeps ordering apples just so she can see you again.",Hard to Say Anything
